"SortOrder1","Goal","Target","Indicator","Series Code","Series Description","SortOrder2","Country or Area","SIDS","LDC","LLDC","Frequency","Unit","Location","Age Group","Sex","Source Type","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"030302","3","3.3","3.3.2","SH_TBS_MORT_LB","+                                                                          Tuberculosis deaths per 100,000 population (lower bound)","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","4.00","E, 129, 183","4.00","E, 129, 183","4.00","E, 129, 183","4.20","E, 129, 183","4.30","E, 129, 183","4.20","E, 129, 183","4.00","E, 129, 183","4.00","E, 129, 183","4.00","E, 129, 183","3.90","E, 129, 183","3.60","E, 129, 183","3.40","E, 129, 183","3.20","E, 129, 183","3.10","E, 129, 183","3.00","E, 129, 183","2.70","E, 129, 183","2.70","E, 129, 183","2.60","E, 129, 183","2.70","E, 129, 183","2.60","E, 129, 183","2.50","E, 129, 183","2.40","E, 129, 183","2.30","E, 129, 183","2.50","E, 129, 183","2.40","E, 129, 183","","","",""
"030302","3","3.3","3.3.2","SH_TBS_MORT_UB","+                                                                          Tuberculosis deaths per 100,000 population (upper bound)","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","7.00","E, 129, 183","6.90","E, 129, 183","6.60","E, 129, 183","6.80","E, 129, 183","6.80","E, 129, 183","6.50","E, 129, 183","6.00","E, 129, 183","6.10","E, 129, 183","6.00","E, 129, 183","5.80","E, 129, 183","5.20","E, 129, 183","5.00","E, 129, 183","4.50","E, 129, 183","4.20","E, 129, 183","4.10","E, 129, 183","3.40","E, 129, 183","3.30","E, 129, 183","3.10","E, 129, 183","3.20","E, 129, 183","2.90","E, 129, 183","2.90","E, 129, 183","2.80","E, 129, 183","2.70","E, 129, 183","2.80","E, 129, 183","2.70","E, 129, 183","","","",""
"030303","3","3.3","3.3.3","SH_STA_MALR","SD                                                                          Malaria incidence per 1,000 population","01020310","Brazil","False","False","False","Annual","Per 1,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.45","E","","","","","","","","","38.70","E","","","","","","","","","19.45","E","","","","","9.94","E","","","","","",""
"030305","3","3.3","3.3.5","SH_TRP_INTVN","SD                                                                          Number of people requiring interventions against neglected tropical diseases","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18,680,873.00","E, 130","","","",""
"030401","3","3.4","3.4.1","SH_DTH_CANCER","+                                                                          Number of deaths attributed to cancer","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","30 - 70","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.38","E, 180","","","","","","","","","","","","","","","","","","","","","","","223.69","E, 180","","","","","","","",""
"030401","3","3.4","3.4.1","SH_DTH_CARDIO","+                                                                          Number of deaths attributed to cardiovascular disease","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","30 - 70","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","353.35","E, 180","","","","","","","","","","","","","","","","","","","","","","","408.19","E, 180","","","","","","","",""
"030401","3","3.4","3.4.1","SH_DTH_CRESPD","+                                                                          Number of deaths attributed to chronic respiratory disease","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","30 - 70","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.46","E, 180","","","","","","","","","","","","","","","","","","","","","","","72.73","E, 180","","","","","","","",""
"030401","3","3.4","3.4.1","SH_DTH_DIABTS","+                                                                          Number of deaths attributed to diabetes","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","30 - 70","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.81","E, 180","","","","","","","","","","","","","","","","","","","","","","","73.35","E, 180","","","","","","","",""
"030401","3","3.4","3.4.1","SH_DTH_NCOM","SD                                                                          Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","30 - 70","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.62","CA, 180","","","","","","","","","","","","","","","","","","","","","","","19.41","CA, 180","","","","","","","",""
"030402","3","3.4","3.4.2","SH_STA_SCIDE","SD                                                                          Suicide mortality rate","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.03","CA, 180","","","","","","","","","","","","","","","","","","","","","","","2.60","CA, 180","","","","","","","",""
"030402","3","3.4","3.4.2","SH_STA_SCIDE","SD                                                                          Suicide mortality rate","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.69","CA, 180","","","","","","","","","","","","","","","","","","","","","","","9.41","CA, 180","","","","","","","",""
"030402","3","3.4","3.4.2","SH_STA_SCIDE","SD                                                                          Suicide mortality rate","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.83","CA, 180","","","","","","","","","","","","","","","","","","","","","","","5.95","CA, 180","","","","","","","",""
"030402","3","3.4","3.4.2","SH_STA_SCIDEN","+                                                                          Number of deaths attributed to suicide","01020310","Brazil","False","False","False","Annual","Number (Thousands)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79","CA, 180","","","","","","","","","","","","","","","","","","","","","","","2.62","CA, 180","","","","","","","",""
"030402","3","3.4","3.4.2","SH_STA_SCIDEN","+                                                                          Number of deaths attributed to suicide","01020310","Brazil","False","False","False","Annual","Number (Thousands)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.63","CA, 180","","","","","","","","","","","","","","","","","","","","","","","9.20","CA, 180","","","","","","","",""
"030402","3","3.4","3.4.2","SH_STA_SCIDEN","+                                                                          Number of deaths attributed to suicide","01020310","Brazil","False","False","False","Annual","Number (Thousands)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.42","CA, 180","","","","","","","","","","","","","","","","","","","","","","","11.82","CA, 180","","","","","","","",""
"030502","3","3.5","3.5.2","SH_ALC_CONSPT","SD                                                                          Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol","01020310","Brazil","False","False","False","Annual","Litres pure alcohol (Units)","Total","15+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.80","NA, 111","","","","","","","","","8.70","NA, 111","","","","","","","","","9.10","NA, 111","",""
"030601","3","3.6","3.6.1","SH_STA_TRAF","SD                                                                          Death rate due to road traffic injuries","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.90","CA, 128","17.40","CA, 128","18.40","CA, 128","18.30","CA, 128","19.30","CA, 128","19.30","CA, 128","19.30","CA, 128","19.70","CA, 128","20.00","CA, 128","19.40","CA, 128","21.90","CA, 128","22.00","CA, 128","22.60","CA, 128","23.40","CA, 128","","","","","",""
"030701","3","3.7","3.7.1","SH_FPL_MTMM","+                                                                          Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 49","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.30","C, 112","","","","","","","","","","","","","","","","","",""
"030702","3","3.7","3.7.2","SP_DYN_ADKL","SD                                                                          Adolescent birth rate per 1,000 adolescent women aged 15-19","01020310","Brazil","False","False","False","Annual","Per 1,000 population (Units)","Total","15 - 19","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.10","E, 143","85.00","E, 143","81.50","E, 143","78.90","E, 143","77.60","E, 143","76.30","E, 143","74.50","E, 143","72.20","E, 143","70.10","E, 143","68.00","E, 143","67.40","E, 143","64.80","E, 143","","","","","","","","","",""
"030901","3","3.9","3.9.1","SH_STA_AIRP","SD                                                                          Mortality rate attributed to household and ambient air pollution","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.00","E, 117, 181","","","","","","","",""
"030902","3","3.9","3.9.2","SH_STA_WASH","SD                                                                          Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10","NA, 124","","","","","","","",""
"030903","3","3.9","3.9.3","SH_STA_POISN","SD                                                                          Mortality rate attributed to unintentional poisonings","01020310","Brazil","False","False","False","Annual","Per 100,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","NA, 124","","","","","","","",""
"031102","3","3.b","3.b.2","DC_TOF_HLTHL","SD                                                                          Total official flows for medical research and basic heath sectors, by recipient","01020310","Brazil","False","False","False","Annual","Constant USD (Millions)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","C, 51, 148","4.86","C, 51, 148","3.56","C, 51, 151","3.14","C, 51, 151","11.73","C, 51, 151","11.84","C, 51, 151","11.69","C, 51, 151","12.98","C, 51, 151","13.38","C, 51, 151","16.53","C, 51, 151","16.63","C, 51, 151","21.27","C, 51, 151","5.16","C, 51, 151","9.69","C, 51, 151","2.20","C, 51, 151","","","",""
"031201","3","3.c","3.c.1","SH_MED_HWKR","+                                                                          Health worker density and distribution","01020310","Brazil","False","False","False","Annual","Per 1,000 population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99","C, 116","4.46","C, 116","4.89","C, 116","5.23","C, 116","5.41","C, 116","5.44","C, 116","5.46","C, 116","8.22","C, 116","8.18","C, 116","","","9.08","C, 116","","","","","9.49","C, 116","","","","","",""
"031301","3","3.d","3.d.1","SH_IHR_CAPPRD","SD                                                                          International Health Regulations (IHR) core capacity index","01020310","Brazil","False","False","False","Annual","Not applicable (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.90","C, 115","81.30","C, 115","","","89.40","C, 115","96.40","C, 115","99.10","C, 115","",""
"040101","4","4.1","4.1.1","SE_G23_MATH","SD                                                                          Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.71","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_G23_MATH","SD                                                                          Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.51","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_G23_MATH","SD                                                                          Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.60","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_G23_RDG","SD                                                                          Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.90","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_G23_RDG","SD                                                                          Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.10","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_G23_RDG","SD                                                                          Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.30","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_LSC_MATH","SD                                                                          Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.00","C, 95, 172","","","","","","","",""
"040101","4","4.1","4.1.1","SE_LSC_MATH","SD                                                                          Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.70","C, 95, 172","","","","","","","",""
"040101","4","4.1","4.1.1","SE_LSC_MATH","SD                                                                          Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.91","C, 95, 172","","","","","","","",""
"040101","4","4.1","4.1.1","SE_LSC_RDNG","SD                                                                          Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.60","C, 95, 172","","","","","","","",""
"040101","4","4.1","4.1.1","SE_LSC_RDNG","SD                                                                          Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.30","C, 95, 172","","","","","","","",""
"040101","4","4.1","4.1.1","SE_LSC_RDNG","SD                                                                          Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.20","C, 95, 172","","","","","","","",""
"040101","4","4.1","4.1.1","SE_PRM_MATH","SD                                                                          Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.26","C, 94, 173","","","","","",""
"040101","4","4.1","4.1.1","SE_PRM_MATH","SD                                                                          Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.23","C, 94, 173","","","","","",""
"040101","4","4.1","4.1.1","SE_PRM_MATH","SD                                                                          Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.10","C, 94, 173","","","","","",""
"040101","4","4.1","4.1.1","SE_PRM_RDNG","SD                                                                          Proportion of children at the end of primary achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.90","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_PRM_RDNG","SD                                                                          Proportion of children at the end of primary achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.10","C, 94, 171","","","","","",""
"040101","4","4.1","4.1.1","SE_PRM_RDNG","SD                                                                          Proportion of children at the end of primary achieving at least a minimum proficiency level in reading","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.30","C, 94, 171","","","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTCPY","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, copying or moving a file or folder","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.00","C, 93, 168","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTCPY","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, copying or moving a file or folder","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.70","C, 93, 168","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTCPY","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, copying or moving a file or folder","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.20","C, 93, 168","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTCTDV","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, connecting and installing new devices","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.50","C, 93, 169","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTCTDV","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, connecting and installing new devices","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.00","C, 93, 169","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTCTDV","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, connecting and installing new devices","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.60","C, 93, 169","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTINSTL","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, using basic arithmetic formula in a spreadsheet","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.60","C, 93, 170","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTINSTL","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, using basic arithmetic formula in a spreadsheet","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.40","C, 93, 170","","","",""
"040401","4","4.4","4.4.1","SE_ADT_ICTINSTL","+                                                                          Proportion of youth and adults with information and communications technology (ICT) skill, using basic arithmetic formula in a spreadsheet","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","10+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.40","C, 93, 170","","","",""
"040501","4","4.5","4.5.1","SE_G23_GPIMATH","SD                                                                          Gender parity index for achievement in mathematics in grades 2/3","01020310","Brazil","False","False","False","Annual","Ratio (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","C, 94, 171","","","","","",""
"040501","4","4.5","4.5.1","SE_G23_GPIRDG","SD                                                                          Gender parity index for achievement in reading in grades 2/3","01020310","Brazil","False","False","False","Annual","Ratio (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21","C, 94, 171","","","","","",""
"040501","4","4.5","4.5.1","SE_LSC_GPIMATH","SD                                                                          Gender parity index for achievement in mathematics by the end of lower secondary","01020310","Brazil","False","False","False","Annual","Ratio (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.78","C, 95, 172","","","","","","","",""
"040501","4","4.5","4.5.1","SE_LSC_GPIRDNG","SD                                                                          Gender parity index for achievement in reading by the end of lower secondary","01020310","Brazil","False","False","False","Annual","Ratio (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.37","C, 95, 172","","","","","","","",""
"040501","4","4.5","4.5.1","SE_PRM_GPIMATH","SD                                                                          Gender parity index for achievement in mathematics by the end of primary","01020310","Brazil","False","False","False","Annual","Ratio (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.91","C, 94, 173","","","","","",""
"040501","4","4.5","4.5.1","SE_PRM_GPIRDNG","SD                                                                          Gender parity index for achievement in reading by the end of primary","01020310","Brazil","False","False","False","Annual","Ratio (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07","C, 94, 173","","","","","",""
"040801","4","4.a","4.a.1","SE_PRM_CMPTR","SD                                                                          Proportion of schools with access to computers for pedagogical purposes, primary level","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.00","C, 96","","","","","","","","","","","",""
"040801","4","4.a","4.a.1","SE_PRM_ELECT","SD                                                                          Proportion of schools with access to electricity, primary level","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.44","C, 96","","","","","","","","","","","",""
"040801","4","4.a","4.a.1","SE_PRM_INTNT","SD                                                                          Proportion of schools with access to the internet for pedagogical purposes, primary level","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.51","C, 96","","","","","","","","","","","",""
"040801","4","4.a","4.a.1","SE_SEC_CMPTR","SD                                                                          Proportion of schools with access to computers for pedagogical purposes, secondary combined level","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.00","C, 96","","","","","","","","","","","",""
"040801","4","4.a","4.a.1","SE_SEC_ELECT","SD                                                                          Proportion of schools with access to electricity, secondary combined level","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.19","C, 96","","","","","","","","","","","",""
"040801","4","4.a","4.a.1","SE_SEC_INTNT","SD                                                                          Proportion of schools with access to the internet for pedagogical purposes, secondary combined level","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.98","C, 96","","","","","","","","","","","",""
"040901","4","4.b","4.b.1","DC_TOF_SCHIPSL","SD                                                                          Total official flows for scholarships, by recipient","01020310","Brazil","False","False","False","Annual","Constant USD (Millions)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16","C, 50, 149","1.61","C, 50, 149","12.80","C, 50, 149","19.35","C, 50, 149","18.69","C, 50, 149","19.65","C, 50, 149","22.82","C, 50, 149","22.18","C, 50, 149","19.73","C, 50, 149","","","",""
"050301","5","5.3","5.3.1","SP_DYN_MRBF15","SD                                                                          Proportion of women aged 20-24 years who were married by age 15","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","20 - 24","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.50","C, 144, 209","","","","","","","","","","","","","","","","","","","",""
"050301","5","5.3","5.3.1","SP_DYN_MRBF18","SD                                                                          Proportion of women aged 20-24 years who were married by age 18","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","20 - 24","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.60","C, 144, 209","","","","","","","","","","","","","","","","","","","",""
"050401","5","5.4","5.4.1","SL_DOM_TSPD","SD                                                                          Time spent on unpaid domestic and care work","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.64","C, 188","","","","","13.33","C, 189","","","","","","","",""
"050401","5","5.4","5.4.1","SL_DOM_TSPD","SD                                                                          Time spent on unpaid domestic and care work","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97","C, 188","","","","","3.13","C, 189","","","","","","","",""
"050501","5","5.5","5.5.1","SG_GEN_PARL","SD                                                                          Proportion of seats held by women in national parliaments","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Female","Not available","","","","","","","","","5.30","C","","","","","","","","","","","","","6.60","C","6.60","C","5.70","C","5.70","C","5.70","C","6.80","C","8.60","C","8.60","C","8.60","C","8.60","C","8.80","C","9.00","C","9.00","C","8.80","C","8.60","C","8.60","C","8.58","C","8.58","C","8.97","C","9.94","C"
"060101","6","6.1","6.1.1","SH_H2O_IMPR","+                                                                          Proportion of population using improved drinking water sources","01020310","Brazil","False","False","False","Annual","Percent (Units)","Rural","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.74","E, 113","76.54","E, 113","77.34","E, 113","78.14","E, 113","78.94","E, 113","79.75","E, 113","80.55","E, 113","81.35","E, 113","82.15","E, 113","82.95","E, 113","83.75","E, 113","84.56","E, 113","85.36","E, 113","86.16","E, 113","86.96","E, 113","86.96","E, 113","",""
