"SortOrder1","Goal","Target","Indicator","Series Code","Series Description","SortOrder2","Country or Area","SIDS","LDC","LLDC","Frequency","Unit","Location","Age Group","Sex","Source Type","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"060101","6","6.1","6.1.1","SH_H2O_IMPR","+                                                                          Proportion of population using improved drinking water sources","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.45","E, 113","93.82","E, 113","94.18","E, 113","94.53","E, 113","94.88","E, 113","95.22","E, 113","95.56","E, 113","95.89","E, 113","96.22","E, 113","96.54","E, 113","96.86","E, 113","97.17","E, 113","97.49","E, 113","97.79","E, 113","98.09","E, 113","98.12","E, 113","",""
"060101","6","6.1","6.1.1","SH_H2O_IMPR","+                                                                          Proportion of population using improved drinking water sources","01020310","Brazil","False","False","False","Annual","Percent (Units)","Urban","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.56","E, 113","97.73","E, 113","97.91","E, 113","98.08","E, 113","98.25","E, 113","98.43","E, 113","98.60","E, 113","98.77","E, 113","98.95","E, 113","99.12","E, 113","99.29","E, 113","99.47","E, 113","99.64","E, 113","99.82","E, 113","99.99","E, 113","99.99","E, 113","",""
"060201","6","6.2","6.2.1","SH_SAN_IMPR","+                                                                          Proportion of population using improved sanitation facilities","01020310","Brazil","False","False","False","Annual","Percent (Units)","Rural","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.57","E, 113","40.42","E, 113","41.28","E, 113","42.13","E, 113","42.98","E, 113","43.84","E, 113","44.69","E, 113","45.54","E, 113","46.39","E, 113","47.25","E, 113","48.10","E, 113","48.95","E, 113","49.81","E, 113","50.66","E, 113","51.51","E, 113","51.51","E, 113","",""
"060201","6","6.2","6.2.1","SH_SAN_IMPR","+                                                                          Proportion of population using improved sanitation facilities","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.69","E, 113","75.31","E, 113","75.90","E, 113","76.50","E, 113","77.08","E, 113","77.66","E, 113","78.24","E, 113","78.81","E, 113","79.38","E, 113","79.94","E, 113","80.50","E, 113","81.06","E, 113","81.60","E, 113","82.15","E, 113","82.68","E, 113","82.78","E, 113","",""
"060201","6","6.2","6.2.1","SH_SAN_IMPR","+                                                                          Proportion of population using improved sanitation facilities","01020310","Brazil","False","False","False","Annual","Percent (Units)","Urban","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.83","E, 113","83.20","E, 113","83.57","E, 113","83.94","E, 113","84.31","E, 113","84.68","E, 113","85.04","E, 113","85.41","E, 113","85.78","E, 113","86.15","E, 113","86.52","E, 113","86.89","E, 113","87.26","E, 113","87.63","E, 113","88.00","E, 113","88.00","E, 113","",""
"060402","6","6.4","6.4.2","ER_H2O_STRESS","SD                                                                          Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70","C, 24, 78","","","","","","","","","0.90","C, 25, 78","","","","","","","",""
"060501","6","6.5","6.5.1","ER_H2O_INTGSD","+                                                                          Proportion of countries that have started implementing national integrated water resources management plans or equivalent","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 77, 158","","","","","","","",""
"060701","6","6.a","6.a.1","DC_TOF_WASHL","SD                                                                          Total official flows for water supply and sanitation, by recipient","01020310","Brazil","False","False","False","Annual","Constant USD (Millions)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.20","C, 50, 148","5.63","C, 50, 148","2.62","C, 50, 149","5.19","C, 50, 149","3.37","C, 50, 149","6.06","C, 50, 149","16.84","C, 50, 149","32.37","C, 50, 149","141.27","C, 50, 149","90.72","C, 50, 149","11.29","C, 50, 149","187.18","C, 50, 149","15.09","C, 50, 149","129.21","C, 50, 149","156.48","C, 50, 149","","","",""
"070101","7","7.1","7.1.1","EG_ELC_ACCS","SD                                                                          Proportion of population with access to electricity","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","93.00","E, 68","","","","","","","","","","","","","","","","","","","97.40","CA, 69","","","","","","","","","","","","","","","","","","","98.00","CA, 70","","","99.50","CA, 71","","","","","","","",""
"070102","7","7.1","7.1.2","EG_EGY_CLEAN","SD                                                                          Proportion of population with primary reliance on clean fuels and technology","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.10","E, 67, 154","","","","","","","","","91.40","E, 67, 154","","","92.30","E, 67, 154","","","93.10","E, 67, 154","","","",""
"070201","7","7.2","7.2.1","EG_FEC_RNEW","SD                                                                          Renewable energy share in the total final energy consumption","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","49.86","NA, 1","48.94","NA, 2","48.70","NA, 3","48.20","NA, 4","48.35","NA, 5","46.13","NA, 6","44.53","NA, 7","43.73","NA, 8","43.86","NA, 9","44.10","NA, 10","42.80","NA, 11","41.48","NA, 12","43.02","NA, 13","45.31","NA, 14","45.39","NA, 15","46.35","NA, 16","46.90","NA, 17","47.42","NA, 18","47.26","NA, 19","49.11","NA, 20","47.01","NA, 21","45.47","NA, 22","43.63","NA, 23","","","","","","","",""
"070301","7","7.3","7.3.1","EG_EGY_PRIM","SD                                                                          Energy intensity level of primary energy","01020310","Brazil","False","False","False","Annual","Megajoules per USD constant 2011 PPP GDP (Units)","Total","Total","Total","Not available","","","","","","","","","3.92","NA, 1","3.94","NA, 2","4.00","NA, 3","3.92","NA, 4","3.91","NA, 5","3.88","NA, 6","4.00","NA, 7","4.06","NA, 8","4.16","NA, 9","4.24","NA, 10","4.08","NA, 11","4.10","NA, 12","4.10","NA, 13","4.12","NA, 14","4.11","NA, 15","4.09","NA, 16","4.07","NA, 17","4.05","NA, 18","4.07","NA, 19","3.95","NA, 20","4.06","NA, 21","4.01","NA, 22","4.15","NA, 23","","","","","","","",""
"080201","8","8.2","8.2.1","SL_EMP_PCAP","SD                                                                          Growth rate of real GDP per employed person","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.23","E, 135, 190","0.59","E, 135, 191","-1.17","E, 135, 192","-0.55","E, 135, 193","0.66","E, 135, 194","0.15","E, 135, 195","1.34","E, 135, 196","4.45","E, 135, 197","3.51","E, 135, 198","-0.76","E, 135, 199","3.36","E, 135, 200","0.71","E, 135, 201","-1.10","E, 135, 202","1.79","E, 135, 203","0.27","E, 135, 204","-1.98","E, 135, 205","",""
"080401","8","8.4","8.4.1","EN_MAT_FTPRPC","SD                                                                          Material footprint per capita","01020310","Brazil","False","False","False","Annual","Metric Tons (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.82","N, 76","8.52","N, 76","8.38","N, 76","8.27","N, 76","8.37","N, 76","9.10","N, 76","9.63","N, 76","10.47","N, 76","11.39","N, 76","11.87","N, 76","12.98","N, 76","","","","","","","","","","","",""
"080401","8","8.4","8.4.1","EN_MAT_FTPRPG","SD                                                                          Material footprint per unit of GDP","01020310","Brazil","False","False","False","Annual","Kilograms (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.82","N, 76","8.52","N, 76","8.38","N, 76","8.27","N, 76","8.37","N, 76","9.10","N, 76","9.63","N, 76","10.47","N, 76","11.39","N, 76","11.87","N, 76","12.98","N, 76","","","","","","","","","","","",""
"080401","8","8.4","8.4.1","EN_MAT_FTPRTN","SD                                                                          Material footprint","01020310","Brazil","False","False","False","Annual","Metric Tons (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,540,000,000.00","N","1,507,000,064.00","N","1,504,000,000.00","N","1,504,000,000.00","N","1,540,000,000.00","N","1,694,000,000.00","N","1,812,000,000.00","N","1,988,999,936.00","N","2,184,999,936.00","N","2,296,999,936.00","N","2,534,000,128.00","N","","","","","","","","","","","",""
"080402","8","8.4","8.4.2","EN_MAT_DOMCMPC","SD                                                                          Domestic material consumption per capita","01020310","Brazil","False","False","False","Annual","Metric Tons (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.33","N, 76","8.34","N, 76","8.36","N, 76","8.65","N, 76","8.69","N, 76","8.99","N, 76","9.69","N, 76","10.61","N, 76","11.51","N, 76","11.50","N, 76","12.31","N, 76","","","","","","","","","","","",""
"080402","8","8.4","8.4.2","EN_MAT_DOMCMPG","SD                                                                          Domestic material consumption per unit of GDP","01020310","Brazil","False","False","False","Annual","Kilograms (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89","N, 76","1.89","N, 76","1.88","N, 76","1.94","N, 76","1.87","N, 76","1.90","N, 76","1.99","N, 76","2.07","N, 76","2.16","N, 76","2.18","N, 76","2.19","N, 76","","","","","","","","","","","",""
"080402","8","8.4","8.4.2","EN_MAT_DOMCMPT","SD                                                                          Domestic material consumption","01020310","Brazil","False","False","False","Annual","Metric Tons (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,453,087,744.00","N, 76","1,475,260,800.00","N, 76","1,499,818,880.00","N, 76","1,572,396,416.00","N, 76","1,598,250,112.00","N, 76","1,672,511,744.00","N, 76","1,823,921,280.00","N, 76","2,015,717,888.00","N, 76","2,206,940,160.00","N, 76","2,224,303,616.00","N, 76","2,403,233,024.00","N, 76","","","","","","","","","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 24","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.47","C, 139, 207","22.79","C, 139, 207","24.50","C, 139, 207","23.25","C, 139, 207","24.85","C, 139, 207","22.94","C, 139, 207","21.93","C, 139, 207","20.47","C, 139, 207","23.09","C, 139, 207","","","19.79","C, 139, 207","18.92","C, 139, 207","18.74","C, 139, 207","21.17","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 24","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.66","C, 139, 207","14.60","C, 139, 207","15.12","C, 139, 207","14.19","C, 139, 207","15.25","C, 139, 207","13.77","C, 139, 207","12.92","C, 139, 207","11.82","C, 139, 207","13.82","C, 139, 207","","","12.05","C, 139, 207","11.37","C, 139, 207","12.30","C, 139, 207","13.82","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 24","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.92","C, 139, 207","18.03","C, 139, 207","19.04","C, 139, 207","18.04","C, 139, 207","19.33","C, 139, 207","17.71","C, 139, 207","16.75","C, 139, 207","15.46","C, 139, 207","17.78","C, 139, 207","","","15.35","C, 139, 207","14.57","C, 139, 207","15.04","C, 139, 207","16.98","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15+","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.91","C, 139, 207","11.56","C, 139, 207","12.32","C, 139, 207","11.65","C, 139, 207","12.17","C, 139, 207","10.99","C, 139, 207","10.77","C, 139, 207","9.56","C, 139, 207","10.99","C, 139, 207","","","9.08","C, 139, 207","8.19","C, 139, 207","8.46","C, 139, 207","8.81","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15+","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.50","C, 139, 207","7.30","C, 139, 207","7.78","C, 139, 207","6.76","C, 139, 207","7.05","C, 139, 207","6.34","C, 139, 207","5.98","C, 139, 207","5.14","C, 139, 207","6.10","C, 139, 207","","","4.85","C, 139, 207","4.59","C, 139, 207","4.94","C, 139, 207","5.31","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.36","C, 139, 207","9.12","C, 139, 207","9.73","C, 139, 207","8.88","C, 139, 207","9.29","C, 139, 207","8.38","C, 139, 207","8.08","C, 139, 207","7.07","C, 139, 207","8.26","C, 139, 207","","","6.69","C, 139, 207","6.15","C, 139, 207","6.47","C, 139, 207","6.85","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","25+","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.37","C, 139, 207","7.88","C, 139, 207","8.46","C, 139, 207","7.98","C, 139, 207","8.22","C, 139, 207","7.47","C, 139, 207","7.67","C, 139, 207","6.69","C, 139, 207","7.89","C, 139, 207","","","6.51","C, 139, 207","5.67","C, 139, 207","6.19","C, 139, 207","6.09","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","25+","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.05","C, 139, 207","4.81","C, 139, 207","5.31","C, 139, 207","4.30","C, 139, 207","4.34","C, 139, 207","4.05","C, 139, 207","3.92","C, 139, 207","3.23","C, 139, 207","3.99","C, 139, 207","","","3.05","C, 139, 207","2.92","C, 139, 207","3.22","C, 139, 207","3.32","C, 139, 207","","","",""
"080502","8","8.5","8.5.2","SL_TLF_UEM","SD                                                                          Unemployment rate","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","25+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.45","C, 139, 207","6.13","C, 139, 207","6.67","C, 139, 207","5.91","C, 139, 207","6.05","C, 139, 207","5.56","C, 139, 207","5.57","C, 139, 207","4.76","C, 139, 207","5.72","C, 139, 207","","","4.56","C, 139, 207","4.12","C, 139, 207","4.52","C, 139, 207","4.55","C, 139, 207","","","",""
"080601","8","8.6","8.6.1","SL_TLF_NEET","SD                                                                          Proportion of youth not in education, employment or training","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 24","Female","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.17","C, 138","24.67","C, 138","24.83","C, 138","","","25.48","C, 138","25.55","C, 138","25.75","C, 138","","","","","",""
"080601","8","8.6","8.6.1","SL_TLF_NEET","SD                                                                          Proportion of youth not in education, employment or training","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 24","Male","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.00","C, 138","11.68","C, 138","12.08","C, 138","","","12.69","C, 138","12.46","C, 138","13.59","C, 138","","","","","",""
"080601","8","8.6","8.6.1","SL_TLF_NEET","SD                                                                          Proportion of youth not in education, employment or training","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15 - 24","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.02","C, 138","18.06","C, 138","18.42","C, 138","","","19.03","C, 138","18.93","C, 138","19.62","C, 138","","","","","",""
"080701","8","8.7","8.7.1","SL_TLF_CHDLBR","SD                                                                          Proportion of children aged 5-17 years engaged in labour","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","5 - 17","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10","C, 136, 206","","","",""
"080801","8","8.1","8.1.1","NY_GDP_PCAP","SD                                                                          Growth rate of real GDP per capita","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74","CA","-0.18","CA","1.17","CA","-0.28","CA","4.25","CA","1.86","CA","2.79","CA","4.86","CA","3.95","CA","-1.21","CA","6.53","CA","2.93","CA","0.82","CA","1.81","CA","-0.74","CA","","","",""
"081002","8","8.10","8.10.2","FB_BNK_ACCSS","SD                                                                          Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","15+","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.10","G","","","","","74.62","G","","","",""
"081101","8","8.a","8.a.1","DC_TOF_TRDCML","SD                                                                          Total official flows commitments for Aid for Trade, by recipient","01020310","Brazil","False","False","False","Annual","Constant USD (Millions)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.79","C, 50, 152","45.59","C, 50, 148","108.98","C, 50, 148","57.17","C, 50, 148","229.09","C, 50, 148","254.14","C, 50, 148","258.33","C, 50, 148","1,162.50","C, 50, 148","298.20","C, 50, 148","802.97","C, 50, 148","","","",""
"081101","8","8.a","8.a.1","DC_TOF_TRDDBML","SD                                                                          Total official flows disbursed for Aid for Trade, by recipient","01020310","Brazil","False","False","False","Annual","Constant USD (Millions)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.57","C, 50, 149","123.37","C, 50, 149","69.23","C, 50, 149","159.46","C, 50, 149","248.21","C, 50, 149","371.83","C, 50, 149","860.20","C, 50, 149","238.17","C, 50, 149","549.31","C, 50, 149","","","",""
"090102","9","9.1","9.1.2","IS_TRP_FRGHT","SD                                                                          Freight volume, by air transport","01020310","Brazil","False","False","False","Annual","Metric Tons (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577,487.00","NA","","","","","","","","","679,782.00","NA","","","","","","","","","475,767.39","NA","","","","","","","531,972.00","NA","","","",""
"090102","9","9.1","9.1.2","IS_TRP_PSSGR","SD                                                                          Passenger volume, by air transport","01020310","Brazil","False","False","False","Annual","Number (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31,819,213.00","NA, 82","","","","","","","","","37,661,733.00","NA, 82","","","","","","","","","74,627,063.52","NA, 82","","","","","","","100,403,628.00","NA, 82","","","",""
"090201","9","9.2","9.2.1","NV_IND_MANF","SD                                                                          Manufacturing value added share in GDP at constant 2010 United States dollars","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.55","M, 91","15.46","M, 91","15.43","M, 91","15.53","M, 91","15.94","M, 91","15.65","M, 91","15.19","M, 91","15.13","M, 91","14.81","M, 91","13.56","M, 91","13.89","M, 91","13.54","M, 91","13.06","M, 91","13.49","M, 91","12.97","M, 91","12.17","M, 91","",""
"090201","9","9.2","9.2.1","NV_IND_MANFPC","SD                                                                          Manufacturing value added per capita at constant 2010 United States dollars","01020310","Brazil","False","False","False","Annual","Constant USD (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,339.49","M, 91","1,330.09","M, 91","1,344.07","M, 91","1,351.21","M, 91","1,447.68","M, 91","1,448.99","M, 91","1,447.48","M, 91","1,513.61","M, 91","1,544.14","M, 91","1,396.71","M, 91","1,524.72","M, 91","1,513.32","M, 91","1,462.06","M, 91","1,535.42","M, 91","1,465.25","M, 91","1,322.92","M, 91","",""
"090202","9","9.2","9.2.2","SL_TLF_MANF","SD                                                                          Manufacturing employment as a proportion of total employment","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.25","M, 137","12.52","M, 137","13.54","M, 137","13.65","M, 137","13.91","M, 137","14.13","M, 137","14.04","M, 137","14.41","M, 137","14.38","M, 137","13.72","M, 137","13.41","M, 137","12.63","M, 137","13.20","M, 137","13.19","M, 137","","","","","",""
"090401","9","9.4","9.4.1","EN_ATM_CO2","+                                                                          Emissions of carbon dioxide","01020310","Brazil","False","False","False","Annual","Metric Tons (Units)","Total","Total","Total","Not available","","","","","","","","","184.25","NA, 72, 155","191.17","NA, 72, 155","195.71","NA, 72, 155","202.90","NA, 72, 155","210.39","NA, 72, 155","227.72","NA, 72, 155","245.95","NA, 72, 155","262.97","NA, 72, 155","270.58","NA, 72, 155","279.64","NA, 72, 155","292.31","NA, 72, 155","298.87","NA, 72, 155","298.16","NA, 72, 155","292.40","NA, 72, 155","309.77","NA, 72, 155","310.50","NA, 72, 155","314.03","NA, 72, 155","329.64","NA, 72, 155","347.89","NA, 72, 155","324.38","NA, 72, 155","370.46","NA, 72, 155","389.53","NA, 72, 155","422.17","NA, 72, 155","452.39","NA, 72, 155","","","","","",""
"090401","9","9.4","9.4.1","EN_ATM_CO2GDP","+                                                                          Emissions of carbon dioxide per unit of GDP (PPP)","01020310","Brazil","False","False","False","Annual","kg CO2 equivalent per USD1 constant 2005 PPP GDP (Units)","Total","Total","Total","Not available","","","","","","","","","0.12","NA, 72, 156","0.12","NA, 72, 156","0.13","NA, 72, 156","0.13","NA, 72, 156","0.13","NA, 72, 156","0.13","NA, 72, 156","0.14","NA, 72, 156","0.14","NA, 72, 156","0.15","NA, 72, 156","0.15","NA, 72, 156","0.15","NA, 72, 156","0.15","NA, 72, 156","0.15","NA, 72, 156","0.14","NA, 72, 156","0.14","NA, 72, 156","0.14","NA, 72, 156","0.13","NA, 72, 156","0.13","NA, 72, 156","0.13","NA, 72, 156","0.12","NA, 72, 156","0.13","NA, 72, 156","0.13","NA, 72, 156","0.14","NA, 72, 156","0.15","NA, 72, 156","","","","","",""
"090401","9","9.4","9.4.1","EN_ATM_CO2MVA","+                                                                          Emissions of carbon dioxide per unit of Manufacturing Value Added","01020310","Brazil","False","False","False","Annual","Kilograms (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","M, 73","0.34","M, 73","0.34","M, 73","0.33","M, 73","0.31","M, 73","0.30","M, 73","0.30","M, 73","0.32","M, 73","0.31","M, 73","0.30","M, 73","0.32","M, 73","0.35","M, 73","0.35","M, 73","0.33","M, 73","","","","","",""
"090501","9","9.5","9.5.1","GB_XPD_RSDV","SD                                                                          Research and development (R&D) expenditure as a proportion of GDP","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 80","1.03","C, 80","0.98","C, 80","1.00","C, 80","0.96","C, 80","1.00","C, 80","0.99","C, 80","1.08","C, 80","1.13","C, 80","1.12","C, 80","1.16","C, 80","1.14","C, 80","1.15","C, 80","1.24","C, 80","","","","","",""
"090502","9","9.5","9.5.2","GB_POP_SCIERD","SD                                                                          Researchers (in full-time equivalent) per million inhabitants","01020310","Brazil","False","False","False","Annual","Per million population (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420.00","C, 80","437.00","C, 80","454.00","C, 80","490.00","C, 80","539.00","C, 80","580.00","C, 80","589.00","C, 80","603.00","C, 80","619.00","C, 80","656.00","C, 80","698.00","C, 80","","","","","","","","","","","",""
"090601","9","9.a","9.a.1","DC_TOF_INFRAL","SD                                                                          Total official flows for infrastructure, by recipient","01020310","Brazil","False","False","False","Annual","Constant USD (Millions)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","623.07","C, 50, 148","1,703.98","C, 50, 148","1,617.12","C, 50, 149","524.26","C, 50, 149","532.86","C, 50, 149","213.99","C, 50, 149","263.69","C, 50, 149","285.48","C, 50, 149","575.75","C, 50, 149","1,202.06","C, 50, 149","2,156.38","C, 50, 149","1,406.27","C, 50, 149","1,489.74","C, 50, 149","1,243.86","C, 50, 149","1,714.27","C, 50, 149","","","",""
"090702","9","9.b","9.b.1","NV_IND_TECH","SD                                                                          Proportion of medium and high-tech industry value added in total value added","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","M, 92","0.36","M, 92","0.35","M, 92","0.34","M, 92","0.35","M, 92","0.34","M, 92","0.34","M, 92","0.36","M, 92","0.37","M, 92","0.36","M, 92","0.37","M, 92","0.36","M, 92","0.35","M, 92","0.35","M, 92","","","","","",""
"090801","9","9.c","9.c.1","IT_MOB_2GNTWK","SD                                                                          Proportion of population covered by a 2G mobile network","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.00","NA","88.35","NA","89.42","NA","90.64","NA, 83","91.72","NA, 83","96.58","NA, 83","99.89","NA, 84","99.99","NA, 84","99.99","NA, 84","99.98","NA, 84, 160","","","92.11","NA, 84, 161","",""
"090801","9","9.c","9.c.1","IT_MOB_3GNTWK","SD                                                                          Proportion of population covered by a 3G mobile network","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.00","NA, 83","67.05","NA, 84","81.63","NA, 84","85.98","NA, 84","88.66","NA, 84","92.20","NA, 84, 162","93.53","NA, 84, 163","",""
"100101","10","10.1","10.1.1","SI_HEI_BTN40","SD                                                                          Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93","G, 185","","","","","","","",""
"100101","10","10.1","10.1.1","SI_HEI_TOTL","SD                                                                          Growth rates of household expenditure or income per capita","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54","G, 185","","","","","","","",""
"100401","10","10.4","10.4.1","SL_EMP_GTOTL","SD                                                                          Labour share of GDP, comprising wages and social protection transfers","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","13.65","E, 134","","","","","","","","","15.48","E, 134","","","","","","","","","16.26","E, 134","","","","","","","","","17.96","E, 134","","","19.25","E, 134","","","21.18","E, 134","21.29","E, 134","","","","","","","","","","","",""
"100601","10","10.6","10.6.1","SG_INT_MBRAFDB","SD                                                                          Proportion of developing countries in the membership of the African Development Bank","01020310","Brazil","False","False","False","Annual","Percent (Units)","Total","Total","Total","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","G, 98","","","","","","","","","0.01","G, 98","","","","","","","","","0.01","G, 98","","","","","","","0.01","G, 98","","","",""
